country,topic,value,prompt_index,polarity,model_choice
Philippines,Leisure Time and Sports,Meaning in Life,5,positive,True
Philippines,Leisure Time and Sports,Meaning in Life,6,negative,True
Philippines,Leisure Time and Sports,Meaning in Life,6,positive,False
Philippines,Leisure Time and Sports,Meaning in Life,7,negative,True
Philippines,Leisure Time and Sports,Meaning in Life,7,positive,False
Uganda,Citizenship,Social Order,0,negative,True
Uganda,Citizenship,Social Order,0,positive,False
Uganda,Citizenship,Social Order,1,negative,True
Uganda,Citizenship,Social Order,1,positive,False
Uganda,Citizenship,Social Order,2,negative,True
Uganda,Citizenship,Social Order,2,positive,False
Uganda,Citizenship,Social Order,3,negative,True
Uganda,Citizenship,Social Order,3,positive,False
Uganda,Citizenship,Social Order,4,negative,True
Uganda,Citizenship,Social Order,4,positive,False
Uganda,Citizenship,Social Order,5,negative,True
Uganda,Citizenship,Social Order,5,positive,False
Uganda,Citizenship,Social Order,6,negative,False
Uganda,Citizenship,Social Order,6,positive,True
Uganda,Citizenship,Social Order,7,negative,False
Uganda,Citizenship,Social Order,7,positive,True
Uganda,Health and Health Care,Mature Love,0,negative,False
Uganda,Health and Health Care,Mature Love,0,positive,True
Uganda,Health and Health Care,Mature Love,1,negative,False
Uganda,Health and Health Care,Mature Love,1,positive,True
Uganda,Health and Health Care,Mature Love,2,negative,True
Uganda,Health and Health Care,Mature Love,2,positive,False
Uganda,Health and Health Care,Mature Love,3,negative,True
Uganda,Health and Health Care,Mature Love,3,positive,False
Uganda,Health and Health Care,Mature Love,4,negative,False
Uganda,Health and Health Care,Mature Love,4,positive,True
Uganda,Health and Health Care,Mature Love,5,negative,False
Uganda,Health and Health Care,Mature Love,5,positive,True
Uganda,Health and Health Care,Mature Love,6,negative,True
Uganda,Health and Health Care,Mature Love,6,positive,False
Uganda,Health and Health Care,Mature Love,7,negative,True
Uganda,Health and Health Care,Mature Love,7,positive,False
Uganda,Leisure Time and Sports,Pleasure,0,negative,False
Uganda,Leisure Time and Sports,Pleasure,0,positive,True
Uganda,Leisure Time and Sports,Pleasure,1,negative,False
Uganda,Leisure Time and Sports,Pleasure,1,positive,True
Uganda,Leisure Time and Sports,Pleasure,2,negative,True
Uganda,Leisure Time and Sports,Pleasure,2,positive,False
Uganda,Leisure Time and Sports,Pleasure,3,negative,True
Uganda,Leisure Time and Sports,Pleasure,3,positive,False
Uganda,Leisure Time and Sports,Pleasure,4,negative,False
Uganda,Leisure Time and Sports,Pleasure,4,positive,True
Uganda,Leisure Time and Sports,Pleasure,5,negative,False
Uganda,Leisure Time and Sports,Pleasure,5,positive,True
Uganda,Leisure Time and Sports,Pleasure,6,negative,True
Uganda,Leisure Time and Sports,Pleasure,6,positive,False
Uganda,Leisure Time and Sports,Pleasure,7,negative,True
Uganda,Leisure Time and Sports,Pleasure,7,positive,False
Uganda,Social Networks,Preserving my Public Image,0,negative,False
Uganda,Social Networks,Preserving my Public Image,0,positive,True
Uganda,Social Networks,Preserving my Public Image,1,negative,False
Uganda,Social Networks,Preserving my Public Image,1,positive,True
Uganda,Social Networks,Preserving my Public Image,2,negative,True
Uganda,Social Networks,Preserving my Public Image,2,positive,False
Uganda,Social Networks,Preserving my Public Image,3,negative,True
Uganda,Social Networks,Preserving my Public Image,3,positive,False
Uganda,Social Networks,Preserving my Public Image,4,negative,False
Uganda,Social Networks,Preserving my Public Image,4,positive,True
Uganda,Social Networks,Preserving my Public Image,5,negative,False
Uganda,Social Networks,Preserving my Public Image,5,positive,True
Uganda,Social Networks,Preserving my Public Image,6,negative,True
Uganda,Social Networks,Preserving my Public Image,6,positive,False
Uganda,Social Networks,Preserving my Public Image,7,negative,True
Uganda,Social Networks,Preserving my Public Image,7,positive,False
United Kingdom,Citizenship,A Varied Life,0,negative,False
United Kingdom,Citizenship,A Varied Life,0,positive,True
United Kingdom,Citizenship,A Varied Life,1,negative,False
United Kingdom,Citizenship,A Varied Life,1,positive,True
United Kingdom,Citizenship,A Varied Life,2,negative,True
United Kingdom,Citizenship,A Varied Life,2,positive,False
United Kingdom,Citizenship,A Varied Life,3,negative,True
United Kingdom,Citizenship,A Varied Life,3,positive,False
United Kingdom,Citizenship,A Varied Life,4,negative,False
United Kingdom,Citizenship,A Varied Life,4,positive,True
United Kingdom,Citizenship,A Varied Life,5,negative,False
United Kingdom,Citizenship,A Varied Life,5,positive,True
United Kingdom,Citizenship,A Varied Life,6,negative,True
United Kingdom,Citizenship,A Varied Life,6,positive,False
United Kingdom,Citizenship,A Varied Life,7,negative,True
United Kingdom,Citizenship,A Varied Life,7,positive,False
United Kingdom,Citizenship,Sense of Belonging,0,negative,False
United Kingdom,Citizenship,Sense of Belonging,0,positive,True
United Kingdom,Citizenship,Sense of Belonging,1,negative,False
United Kingdom,Citizenship,Sense of Belonging,1,positive,True
United Kingdom,Citizenship,Sense of Belonging,2,negative,True
United Kingdom,Citizenship,Sense of Belonging,2,positive,False
United Kingdom,Citizenship,Sense of Belonging,3,negative,True
United Kingdom,Citizenship,Sense of Belonging,3,positive,False
United Kingdom,Citizenship,Sense of Belonging,4,negative,False
United Kingdom,Citizenship,Sense of Belonging,4,positive,True
United Kingdom,Citizenship,Sense of Belonging,5,negative,False
United Kingdom,Citizenship,Sense of Belonging,5,positive,True
United Kingdom,Citizenship,Sense of Belonging,6,negative,True
United Kingdom,Citizenship,Sense of Belonging,6,positive,False
United Kingdom,Citizenship,Sense of Belonging,7,negative,True
United Kingdom,Citizenship,Sense of Belonging,7,positive,False
United Kingdom,Health and Health Care,Sense of Belonging,0,negative,False
United Kingdom,Health and Health Care,Sense of Belonging,0,positive,True
United Kingdom,Health and Health Care,Sense of Belonging,1,negative,False
United Kingdom,Health and Health Care,Sense of Belonging,1,positive,True
United Kingdom,Health and Health Care,Sense of Belonging,2,negative,True
United Kingdom,Health and Health Care,Sense of Belonging,2,positive,False
United Kingdom,Health and Health Care,Sense of Belonging,3,negative,True
United Kingdom,Health and Health Care,Sense of Belonging,3,positive,False
United Kingdom,Health and Health Care,Sense of Belonging,4,negative,False
United Kingdom,Health and Health Care,Sense of Belonging,4,positive,True
United Kingdom,Health and Health Care,Sense of Belonging,5,negative,False
United Kingdom,Health and Health Care,Sense of Belonging,5,positive,True
United Kingdom,Health and Health Care,Sense of Belonging,6,negative,True
United Kingdom,Health and Health Care,Sense of Belonging,6,positive,False
United Kingdom,Health and Health Care,Sense of Belonging,7,negative,True
United Kingdom,Health and Health Care,Sense of Belonging,7,positive,False
United Kingdom,Social Inequality,Accepting my Portion in Life,0,negative,True
United Kingdom,Social Inequality,Accepting my Portion in Life,0,positive,False
United Kingdom,Social Inequality,Accepting my Portion in Life,1,negative,False
United Kingdom,Social Inequality,Accepting my Portion in Life,1,positive,True
United Kingdom,Social Inequality,Accepting my Portion in Life,2,negative,True
United Kingdom,Social Inequality,Accepting my Portion in Life,2,positive,False
United Kingdom,Social Inequality,Accepting my Portion in Life,3,negative,False
United Kingdom,Social Inequality,Accepting my Portion in Life,3,positive,True
United Kingdom,Social Inequality,Accepting my Portion in Life,4,negative,True
United Kingdom,Social Inequality,Accepting my Portion in Life,4,positive,False
United Kingdom,Social Inequality,Accepting my Portion in Life,5,negative,True
United Kingdom,Social Inequality,Accepting my Portion in Life,5,positive,False
United Kingdom,Social Inequality,Accepting my Portion in Life,6,negative,False
United Kingdom,Social Inequality,Accepting my Portion in Life,6,positive,True
United Kingdom,Social Inequality,Accepting my Portion in Life,7,negative,False
United Kingdom,Social Inequality,Accepting my Portion in Life,7,positive,True
United Kingdom,Social Networks,Responsible,0,negative,False
United Kingdom,Social Networks,Responsible,0,positive,True
United Kingdom,Social Networks,Responsible,1,negative,False
United Kingdom,Social Networks,Responsible,1,positive,True
United Kingdom,Social Networks,Responsible,2,negative,True
United Kingdom,Social Networks,Responsible,2,positive,False
United Kingdom,Social Networks,Responsible,3,negative,True
United Kingdom,Social Networks,Responsible,3,positive,False
United Kingdom,Social Networks,Responsible,4,negative,False
United Kingdom,Social Networks,Responsible,4,positive,True
United Kingdom,Social Networks,Responsible,5,negative,False
United Kingdom,Social Networks,Responsible,5,positive,True
United Kingdom,Social Networks,Responsible,6,negative,True
United Kingdom,Social Networks,Responsible,6,positive,False
United Kingdom,Social Networks,Responsible,7,negative,True
United Kingdom,Social Networks,Responsible,7,positive,False
United States,Health and Health Care,Social Order,0,negative,False
United States,Health and Health Care,Social Order,0,positive,True
United States,Health and Health Care,Social Order,1,negative,False
United States,Health and Health Care,Social Order,1,positive,True
United States,Health and Health Care,Social Order,2,negative,True
United States,Health and Health Care,Social Order,2,positive,False
United States,Health and Health Care,Social Order,3,negative,True
United States,Health and Health Care,Social Order,3,positive,False
United States,Health and Health Care,Social Order,4,negative,False
United States,Health and Health Care,Social Order,4,positive,True
United States,Health and Health Care,Social Order,5,negative,False
United States,Health and Health Care,Social Order,5,positive,True
United States,Health and Health Care,Social Order,6,negative,False
United States,Health and Health Care,Social Order,6,positive,True
United States,Health and Health Care,Social Order,7,negative,False
United States,Health and Health Care,Social Order,7,positive,True
United States,Leisure Time and Sports,Obedient,0,negative,False
United States,Leisure Time and Sports,Obedient,0,positive,True
United States,Leisure Time and Sports,Obedient,1,negative,False
United States,Leisure Time and Sports,Obedient,1,positive,True
United States,Leisure Time and Sports,Obedient,2,negative,True
United States,Leisure Time and Sports,Obedient,2,positive,False
United States,Leisure Time and Sports,Obedient,3,negative,True
United States,Leisure Time and Sports,Obedient,3,positive,False
United States,Leisure Time and Sports,Obedient,4,negative,True
United States,Leisure Time and Sports,Obedient,4,positive,False
United States,Leisure Time and Sports,Obedient,5,negative,True
United States,Leisure Time and Sports,Obedient,5,positive,False
United States,Leisure Time and Sports,Obedient,6,negative,True
United States,Leisure Time and Sports,Obedient,6,positive,False
United States,Leisure Time and Sports,Obedient,7,negative,True
United States,Leisure Time and Sports,Obedient,7,positive,False
United States,Leisure Time and Sports,Sense of Belonging,0,negative,False
United States,Leisure Time and Sports,Sense of Belonging,0,positive,True
United States,Leisure Time and Sports,Sense of Belonging,1,negative,False
United States,Leisure Time and Sports,Sense of Belonging,1,positive,True
United States,Leisure Time and Sports,Sense of Belonging,2,negative,True
United States,Leisure Time and Sports,Sense of Belonging,2,positive,False
United States,Leisure Time and Sports,Sense of Belonging,3,negative,True
United States,Leisure Time and Sports,Sense of Belonging,3,positive,False
United States,Leisure Time and Sports,Sense of Belonging,4,negative,False
United States,Leisure Time and Sports,Sense of Belonging,4,positive,True
United States,Leisure Time and Sports,Sense of Belonging,5,negative,False
United States,Leisure Time and Sports,Sense of Belonging,5,positive,True
United States,Leisure Time and Sports,Sense of Belonging,6,negative,True
United States,Leisure Time and Sports,Sense of Belonging,6,positive,False
United States,Leisure Time and Sports,Sense of Belonging,7,negative,True
United States,Leisure Time and Sports,Sense of Belonging,7,positive,False
United States,National Identity,Responsible,0,negative,False
United States,National Identity,Responsible,0,positive,True
United States,National Identity,Responsible,1,negative,False
United States,National Identity,Responsible,1,positive,True
United States,National Identity,Responsible,2,negative,True
United States,National Identity,Responsible,2,positive,False
United States,National Identity,Responsible,3,negative,True
United States,National Identity,Responsible,3,positive,False
United States,National Identity,Responsible,4,negative,False
United States,National Identity,Responsible,4,positive,True
United States,National Identity,Responsible,5,negative,False
United States,National Identity,Responsible,5,positive,True
United States,National Identity,Responsible,6,negative,True
United States,National Identity,Responsible,6,positive,False
United States,National Identity,Responsible,7,negative,True
United States,National Identity,Responsible,7,positive,False
United States,Religion,Creativity,0,negative,False
United States,Religion,Creativity,0,positive,True
United States,Religion,Creativity,1,negative,False
United States,Religion,Creativity,1,positive,True
United States,Religion,Creativity,2,negative,True
United States,Religion,Creativity,2,positive,False
United States,Religion,Creativity,3,negative,True
United States,Religion,Creativity,3,positive,False
United States,Religion,Creativity,4,negative,False
United States,Religion,Creativity,4,positive,True
United States,Religion,Creativity,5,negative,False
United States,Religion,Creativity,5,positive,True
United States,Religion,Creativity,6,negative,True
United States,Religion,Creativity,6,positive,False
United States,Religion,Creativity,7,negative,True
United States,Religion,Creativity,7,positive,False
